0,1,2,3
3,2,249.1265975,2.4668
4,1,302.0112642,3.6057
2,0,312.1660198,5.0196
3,1,141.0789786,0.4492
4,2,287.1521435,3.383
4,0,360.1128368,4.68
5,5,303.1470582,2.0576
4,1,260.1524779,1.8035
7,1,306.1040654,0.7358
4,1,437.1748681,4.3081
4,2,130.0178556,-0.7977
2,1,244.0899579,3.6808
5,1,276.0721769,3.2081
4,2,138.0081953,-0.0911
4,1,253.0738932,3.1168
7,4,330.0077201,1.8907
4,2,140.0585775,-0.3864
6,0,510.461822,5.4525
3,0,414.2671137,5.043
3,1,250.1568946,3.57324
8,3,493.1438197,3.6417
8,6,518.1940679,6.38224
3,1,375.1401349,4.4256
2,2,403.8498955,6.609
2,0,202.2398018,1.9592
4,3,160.0748963,0.9154
7,4,330.9908324,0.0141
3,3,214.1106131,2.1867
4,4,76.02727737,-0.9561
4,1,374.1761058,3.0559
4,1,289.1677936,1.9309
2,3,136.1000484,0.6924
3,1,234.1732133,2.58374
2,0,280.1939488,3.875
5,1,357.0767857,3.92732
4,2,179.105862,0.7244
6,1,222.1116757,0.0793
3,2,127.0633285,-0.0093
4,3,137.0589118,-0.3149
4,4,211.1208434,1.1292
3,1,254.0942943,3.1057
4,1,255.0895433,2.291
2,0,309.1187352,4.0144
4,2,189.0425931,1.2263
5,5,328.1786926,2.1354
5,1,369.0758823,3.51522
4,1,270.0616122,3.25412
6,2,351.1394479,1.7959
4,1,476.223056,5.088
4,0,382.1448057,4.8878
4,2,320.0119329,3.1013
4,4,186.0462986,-0.2073
1,1,277.1830497,4.2114
6,2,295.0956913,2.9722
2,0,390.1862765,5.55562
3,2,295.016684,4.74362
3,1,316.9986282,0.41292
4,0,257.0818711,1.8236
3,2,241.1102787,3.74524
1,2,179.1673997,2.6941
4,1,340.1907201,2.7045
4,4,211.1208434,1.1292
3,0,261.1299686,2.7113
7,2,236.0037821,-1.4238
2,0,356.1380908,4.4043
6,3,241.0950226,0.5302
4,0,216.0422587,2.5478
5,3,299.1400546,2.0024
6,3,365.0600901,2.71412
4,2,267.1834437,1.6132
6,1,171.0643911,0.09202
2,2,179.1310142,2.02944
2,0,264.1626486,3.0839
3,0,413.9860238,6.4548
6,4,254.1266571,-0.1879
6,4,209.1276601,0.17237
0,0,317.953661,5.929
10,8,444.2008846,-0.1392
4,1,416.0055468,2.4284
8,1,243.1087814,-0.5013
2,1,230.1030831,2.115
2,0,228.1150298,3.37
5,1,232.0847922,1.42302
2,1,210.1156984,2.384
4,0,223.1441043,1.9437
9,1,479.2056356,3.6778
6,2,325.9861121,3.8595
8,1,346.1164863,2.1756
4,2,282.0616122,3.5422
7,1,308.0466925,2.7586
3,2,129.0789786,0.0706
2,2,238.1469986,2.8461
1,1,263.1673997,3.8264
6,2,300.111007,3.3377
3,3,299.188529,3.425
3,4,153.0789786,0.3843
7,1,361.1437843,1.544
2,0,269.1779644,3.66262
6,1,261.0637225,1.4483
3,0,195.1491896,0.3184
3,0,206.1419132,0.708
3,2,260.1888634,2.85074
3,3,199.0400062,1.2944
5,0,339.1470582,3.86
6,1,180.0647255,-1.0397
1,0,159.1047994,1.7516
3,3,149.0510496,0.1067
6,6,340.189926,2.88284
7,0,278.1378904,0.193
4,1,403.1485111,3.9427
2,0,240.1626486,3.1652
2,0,303.138992,4.1949
5,6,177.1014454,-0.0938
4,0,308.1524779,3.7878
4,3,248.1524779,1.9056
2,2,86.08439832,-0.8208
4,2,142.0742276,-0.9059
7,1,351.1695249,1.5594
4,0,312.183778,2.5349
9,2,383.1593542,1.7846
3,2,220.1575633,2.32162
4,3,259.1684623,2.7827
4,2,218.1055277,0.5379
3,0,353.2354792,4.6578
5,1,285.1034791,2.1955
4,3,235.1684623,1.3404
4,2,236.1524779,1.7674
3,0,373.1379464,4.5802
2,1,287.2249145,3.9404
6,2,334.1892573,2.2984
2,0,284.1347196,4.241
2,0,284.1347196,4.2394
4,2,341.1990937,3.2414
4,0,368.2220202,4.7308
3,2,259.1572289,2.5775
8,4,562.2580056,7.80864
4,0,181.0971541,0.5715
4,0,285.1841124,2.6584
4,4,248.0828741,2.5238
4,0,477.1686399,5.48302
5,0,332.0917343,3.4281
5,1,395.2009053,3.2171
5,1,428.3734355,6.3406
5,3,214.0412132,0.0936
6,3,253.0521122,1.36602
6,3,314.0837467,2.2553
9,3,398.0684905,3.7016
5,0,404.1194635,3.7955
6,3,267.0677623,1.67444
7,3,341.1409272,0.5567
4,4,225.1364935,1.5193
3,2,471.3137296,6.4458
4,1,264.183778,2.617
2,1,200.1313485,2.1082
6,1,180.0647255,-1.0397
3,1,201.0360682,2.6864
2,0,370.1537408,5.8856
6,1,328.1456782,1.1703
6,2,311.1303625,1.77392
2,1,160.1000484,1.2308
5,2,270.1038134,1.78302
6,0,371.151288,2.3617
7,6,253.1075934,0.8334
3,0,407.1643034,4.9456
2,0,352.1221043,5.2598
2,1,301.2405646,4.3305
7,4,290.1378904,1.2576
2,0,294.2095988,4.121
3,0,255.1735477,2.6498
4,1,284.1524779,2.2062
2,2,227.1076919,2.7615
2,3,137.084064,0.8934
2,1,259.1936144,3.1695
2,1,220.1034195,3.20824
2,1,244.1939488,3.14514
11,1,608.2733809,4.1711
4,2,281.1528122,2.84042
4,2,272.1291556,2.1892
4,4,247.0975211,1.551
3,3,183.0330027,0.7545
4,2,182.0822054,-3.2081
2,0,240.2554519,2.6375
2,0,320.1113974,4.6628
4,0,208.1211778,1.1618
2,0,360.0775732,-4.0328
5,1,275.1633769,1.7739
2,0,320.1113974,4.6612
8,2,396.0449782,0.5923
3,3,167.0946287,0.645
5,5,197.0688078,0.0522
2,1,196.0767261,1.6526
3,0,181.0869564,-2.7403
5,0,375.1237359,4.2818
3,1,172.0194151,1.24172
6,0,891.1768868,-3.5355
4,3,102.0429274,-1.6249
4,4,204.0898776,1.1223
3,1,270.149891,3.00554
4,1,419.1096058,-0.2915
4,5,121.0738932,-2.3392
6,0,394.1416384,3.7033
3,1,158.0037651,0.9333
4,0,260.0160398,-2.4245
5,3,339.194677,1.9247
2,0,316.1706265,4.2968
4,0,302.0629899,-1.0523
2,1,201.0920418,-1.017
6,4,388.0946882,4.3914
3,0,297.1066463,3.1331
4,1,300.1604557,3.0388
2,0,291.138992,3.776
6,5,290.0790382,1.5461
4,0,447.1409059,1.7348
3,0,235.0207908,0.9992
4,3,196.051574,1.3372
1,0,195.0814771,2.1734
9,5,244.0807695,-3.168
2,4,160.0534038,0.5276
4,1,287.1521435,1.8503
10,3,583.2794693,2.0811
8,1,414.1314677,2.4092
2,1,236.1080262,2.53
2,1,246.0923762,2.8058
7,2,388.199822,2.8591
4,2,196.0978555,-2.8196
4,2,163.0303141,-0.4945
9,5,332.1583511,-2.9256
8,8,265.0245633,-0.8702
8,8,229.0478856,-1.292
4,1,461.227869,5.857
8,2,469.026597,3.20212
4,0,293.0585488,2.2454
3,2,264.9940304,2.7863
2,2,215.1076919,2.45124
9,5,267.0967539,-1.98
5,3,278.0353844,1.0593
1,0,311.1440774,4.9756
5,3,147.0531578,-0.8663
5,3,335.1167323,2.4242
0,0,194.9647911,-0.0025
0,0,63.9291422,-0.0025
6,1,348.111007,2.0796
0,0,127.912298,0.618
2,0,204.0721194,2.1461
8,8,293.0778483,-1.3344
2,0,240.0487971,2.5679
8,5,437.2079578,2.4333
12,2,454.0300139,-0.63608
9,2,267.0967539,-0.19628
7,0,421.2244529,2.51
4,2,377.1757714,3.6632
5,5,211.0844579,0.4423
5,2,361.1080858,3.5545
5,4,309.1940083,0.6348
9,1,515.1823134,4.0996
4,1,217.0772643,0.6279
2,1,314.1816698,4.2711
5,2,410.1697848,3.7751
3,0,402.2437914,5.252
10,8,516.15424,0.7044
5,1,404.2562743,4.1955
7,2,438.2154721,2.5671
3,0,321.0590274,3.6739
6,5,234.0674279,0.0396
3,2,295.1339066,2.9993
6,0,407.1279657,2.7835
6,0,490.2598354,5.51488
1,2,187.1127773,2.3357
11,7,515.1353159,2.9534
3,4,189.0556563,1.0208
3,0,389.2121569,5.0796
2,1,337.2172423,4.7523
2,0,406.1304185,6.3074
3,0,479.1176589,5.7892
4,3,271.14514,1.7622
2,0,388.098782,5.6816
3,2,296.1655411,3.27254
3,2,285.1495567,2.5746
4,1,509.1282235,5.1517
2,0,350.1316541,4.9502
9,2,419.1360319,2.2064
7,1,476.9816667,6.1071
6,2,387.1161256,2.2177
13,4,679.2675843,1.5851
5,5,364.1553703,2.5572
4,1,512.1997337,5.5098
1,1,313.1597274,4.6332
9,4,461.204967,2.41412
8,6,376.1634365,-0.0482
11,4,525.2573964,2.1515
3,2,256.134241,2.74342
3,4,189.0556563,0.8061
9,6,259.0804351,-2.7009
8,7,319.0948357,0.5391
10,10,270.1110241,-2.3394
4,1,367.0783057,2.4282
2,0,348.1426975,5.4414
13,7,454.1713158,0.2684
3,2,163.0400062,0.4125
3,1,230.0942943,3.0365
5,2,390.1710204,3.0689
2,1,323.2015923,4.3622
7,7,176.0909402,-2.0066
4,5,169.0738932,0.0899
9,6,219.0967539,-1.7255
4,1,324.183778,3.1732
6,0,352.0713659,2.8103
10,4,427.0507919,0.0986
15,4,853.3309553,3.7357
6,3,372.1815851,2.7873
4,0,681.0003675,7.358
3,0,345.2434571,4.824
7,2,310.1052529,-0.8672
6,1,292.0946882,-0.062
8,4,385.2576712,1.2025
4,2,116.0109586,-0.2882
2,1,300.2089301,5.6026
4,2,116.0109586,-0.2882
5,2,354.1943427,2.6471
3,2,170.0513839,1.38499
8,6,323.103873,0.8665
4,1,274.0718219,-0.4423
8,1,271.1168206,0.8141
2,0,279.1623143,3.9624
4,2,152.0156671,1.01549
2,0,404.2064053,5.3852
2,1,114.0251692,1.08269
3,1,356.0882436,4.3655
2,2,234.0923762,3.1176
9,4,563.2519171,4.7476
2,2,166.0564693,1.2782
7,2,314.1412616,1.459
3,0,322.0542112,-2.6776
2,1,266.0797608,2.5368
8,2,200.0069358,0.9142
3,1,316.9986282,0.0334
7,5,302.0426527,1.988
5,3,270.0528234,2.5768
23,5,1201.841368,3.269
16,10,610.1533849,-1.6871
6,2,390.1346349,3.5304
9,5,455.2056356,1.6365
2,0,315.138992,4.3842
7,5,302.0426527,1.988
4,2,254.0579088,2.8712
6,2,356.1736072,2.877
6,2,410.2205574,3.8328
2,1,280.1706265,3.56694
2,0,476.1597607,6.2288
6,2,425.1296938,3.7262
7,2,406.1295495,3.1144
2,0,278.1782987,3.91752
2,0,339.1156697,4.6167
3,3,203.0713064,1.0668
8,2,401.195071,2.3702
6,4,354.1579572,2.5579
0,0,39.96259098,-0.3808
0,0,38.96370668,-0.3808
12,4,455.0569399,-0.6225
3,2,303.1026065,3.2717
3,3,335.1652068,3.8468
2,0,314.1549764,4.33932
5,5,383.0732203,2.6355
6,1,364.122356,1.5921
5,1,463.3428368,3.3446
8,7,355.0715135,0.9609
2,0,166.096974,-2.0433
3,0,163.9577803,-3.5346
4,0,275.0558375,-1.2139
10,3,449.0327361,-4.2321
8,1,491.0085413,-1.12858
8,1,418.0269225,-3.7384
12,1,476.0119582,-4.96678
10,7,444.1532657,-0.5042
11,8,460.1481803,-1.4002
10,6,457.1849002,0.03
7,2,331.0626769,1.581
4,1,308.104859,3.6096
10,7,464.0986433,0.1083
11,8,496.1248581,-0.9784
10,6,493.1615779,0.4518
10,7,500.075321,0.5301
8,4,225.0861892,-1.3318
13,7,441.1396813,-0.0448
3,1,137.0709393,0.3192
7,2,271.1069247,1.497
5,2,136.0385107,-0.3538
4,2,162.1124698,-0.4718
4,3,131.0582431,-0.621
3,3,117.0789786,0.2
2,2,59.03711378,-0.5084
4,6,130.1218464,-1.0013
7,5,158.0439901,-2.1798
2,1,122.0367794,1.3848
2,0,102.0913404,-0.1085
5,3,244.0881634,0.7968
7,7,176.0909402,-2.0066
2,2,110.0367794,1.0978
7,3,322.0123268,0.909
3,2,138.0316941,1.0904
4,3,102.0429274,-1.6249
2,1,148.1000484,1.5061
2,1,239.1076919,3.2993
5,1,400.3421354,5.5604
7,5,304.0583027,1.1863
3,3,101.0476785,-0.4377
5,3,139.9874599,-0.7513
4,3,168.0422587,0.7249
4,2,113.0589118,-1.2269
2,0,86.03677943,0.1644
2,3,61.05276384,-1.0626
0,0,287.8600663,3.6444
3,2,62.00039392,0.2224
1,0,27.01089903,0.13978
2,2,110.0367794,1.0978
2,3,33.02146372,-0.6657
15,16,483.2540424,-7.325
7,3,173.0436557,-1.7579
4,4,183.0895433,0.3506
2,1,206.0435217,2.7851
2,1,135.0684139,1.645
3,2,122.0480128,0.1805
4,5,169.0738932,0.0899
3,3,137.0476785,0.967
2,2,76.0524295,-0.6405
1,0,79.04219916,1.0816
4,6,202.2157468,-0.3566
4,3,125.0146641,-1.1671
3,4,60.03236275,-0.9762
1,1,149.1204495,1.837
1,1,221.1204495,3.1505
6,5,197.0453091,-0.6438
3,3,289.0869564,3.0288
2,1,247.1936144,3.3715
6,4,186.0640568,-0.76928
5,4,209.0688078,0.6433
3,2,329.1182566,3.9272
3,2,321.0225768,2.1981
4,3,116.0585775,-1.0648
6,4,158.0327567,-0.9477
7,0,484.2937224,5.10168
2,0,344.1113974,4.3358
2,1,309.2092645,4.2042
3,2,295.1572289,3.2738
3,3,255.1259288,2.3754
2,1,331.0571763,3.7745
5,3,198.0528234,0.5188
2,1,166.0993797,2.3736
2,0,191.154275,1.583
2,4,172.1939488,2.0246
2,0,180.0687483,2.783
3,2,161.0476785,1.2337
2,1,212.1313485,2.2494
3,0,352.134241,5.4257
3,1,192.1262631,1.1048
5,6,211.062473,0.5596
2,0,212.0561329,2.8911
9,1,376.0841406,0.5334
3,3,143.0946287,0.7326
4,2,134.0592462,0.1451
5,5,163.0844579,-2.9668
5,0,187.0381764,0.8357
2,0,156.0687483,2.1436
8,1,338.0572572,2.4128
2,2,130.0564693,0.8265
1,1,78.01393581,-0.0915
2,1,127.0091848,1.45489
3,4,190.1106131,1.68312
2,1,163.099714,1.4772
5,2,168.0534921,1.2154
3,2,179.0946287,1.305
5,1,240.9486885,2.2336
6,2,194.0803756,-0.1771
5,1,119.0218576,-0.2622
3,0,313.0636341,3.7754
3,1,430.6903954,4.0079
5,3,329.1164267,4.0574
3,2,203.0416278,0.846
4,3,216.0368767,0.76997
4,3,212.0585775,1.3056
3,5,135.0796473,0.55287
1,1,142.0185425,2.35402
3,0,324.1958055,3.6005
4,2,182.0579088,1.0279
4,4,152.0585775,-0.0043
3,2,98.04801281,-0.098
4,2,256.9646484,2.5331
8,6,257.0791857,-0.8082
8,6,311.1261359,0.5062
8,6,299.1261359,0.3605
3,3,302.2358136,4.7985
4,5,203.105862,0.768
3,2,179.0382567,2.0052
3,2,188.1412445,2.1825
4,3,191.0582431,1.5006
3,3,190.1106131,1.6777
2,1,195.0684139,2.6813
4,2,266.0822054,2.5085
5,3,248.1160924,1.5607
4,0,175.026943,2.1909
4,2,254.0579088,2.8712
7,1,224.0909402,-1.574
5,1,163.0381764,1.4711
9,2,336.0528405,-0.126
6,1,256.0960256,0.6273
2,1,145.0527638,1.9404
4,3,284.0386263,1.7302
3,1,326.1881947,3.5209
7,2,462.0803713,3.9351
3,0,169.1102787,0.6437
7,1,415.082265,3.47052
5,2,271.0844579,2.5698
6,4,274.9774939,-1.0884
6,2,324.1143781,2.2098
3,2,75.0320284,-0.4883
3,0,160.1332052,0.6442
5,1,190.1073844,0.0565
4,2,207.0895433,0.8184
5,2,251.115758,1.0025
4,2,173.1051933,0.7675
3,4,224.1182239,1.9819
4,2,193.0738932,1.2721
3,0,311.188529,3.7035
5,1,315.0774544,4.044
4,2,186.0429274,1.52836
3,0,184.0636629,2.12576
5,4,221.0688078,0.5696
5,2,199.9988697,1.3471
5,4,202.1317424,-0.0493
5,4,236.1160924,0.1457
3,2,255.1026065,2.5515
10,10,508.4689418,3.4176
9,3,389.2063043,1.3507
5,1,294.1480612,2.40832
3,4,190.1106131,1.7632
4,3,209.1051933,0.8251
2,1,430.3810808,8.84026
3,0,472.3916455,9.05996
7,4,382.9834966,0.9365
5,1,554.0137147,5.88982
7,1,502.2366817,3.5238
5,5,214.0541,-0.2493
3,2,322.2045135,4
4,6,74.05924619,-1.8665
5,4,194.0691422,0.0832
4,4,119.0582431,-1.2193
4,2,203.105862,1.06662
13,8,440.1556657,0.2441
2,2,100.0095191,0.7253
7,3,369.1722273,1.2851
6,3,298.0953569,2.745
7,3,408.1451996,2.2663
5,2,226.1317424,1.185
4,2,355.14514,5.1792
7,4,349.1096271,0.3181
10,1,447.110021,2.5587
4,2,243.160423,1.65552
6,2,393.1147125,4.5117
5,0,293.1640456,2.92876
3,0,252.0786442,2.858
3,1,265.1578976,2.6949
2,1,222.0680796,3.6912
3,2,226.0629942,2.233
3,0,188.094963,1.48442
6,5,183.0296591,-1.0339
4,4,244.0282517,1.9467
2,0,322.240899,4.3923
5,1,458.2481898,5.3513
6,4,228.111007,0.2198
9,5,422.063782,2.446
6,1,349.1193192,1.5192
4,0,381.1607901,4.2975
2,0,182.0843983,4.102
4,2,181.1215121,0.6773
33,20,1421.748941,-1.6776
6,1,356.0983916,3.3474
7,1,520.2227812,4.0868
3,1,351.1446135,4.083
5,1,361.1347792,3.2255
2,0,309.2092645,4.5306
1,0,318.3155267,6.574
2,2,121.0527638,0.7855
2,3,120.0687483,0.97067
3,1,421.9153184,5.4568
3,0,412.321006,6.0724
3,2,165.0789786,1.4455
5,1,289.1314081,1.7793
7,3,430.9834966,2.4335
2,0,212.0837296,3.0436
6,2,334.0987281,0.8608
5,0,336.1230345,3.0963
4,0,216.0422587,2.5478
2,0,72.02112937,-0.0667
2,1,136.1000484,0.8435
4,2,307.2147438,2.3934
6,2,430.0610408,2.87958
2,1,269.1779644,3.6558
2,0,310.1469986,5.1878
2,1,311.2249145,3.9624
5,2,325.2253085,2.3659
2,2,353.8842612,5.8626
6,0,385.2365419,2.5266
5,2,291.0119574,1.7634
5,3,363.1237359,3.0576
2,2,373.9993228,4.5583
5,3,343.089539,2.1115
2,1,300.873788,3.4654
4,2,223.1208434,1.9134
5,0,307.1783583,2.7711
3,1,288.2201635,3.89654
4,2,306.2307282,3.7179
5,2,224.1160924,0.961
3,2,193.1102787,2.2257
2,1,137.966201,0.111
15,6,622.1434889,1.911
3,0,648.9936059,10.2918
1,0,152.1201151,2.4017
5,2,214.0841235,0.7294
4,0,196.0735589,0.6436
6,2,257.1175696,0.8137
6,3,406.1892573,3.738
7,2,416.0733245,1.0169
11,3,462.0780097,-0.2256
12,2,490.0729243,-0.0449
12,2,454.0300139,-0.63608
17,4,645.1424008,-1.112
12,5,533.0795321,-0.5593
5,1,388.1553703,3.1482
5,3,305.1627082,2.3743
1,0,284.3311768,6.1739
1,0,304.2998766,6.4554
9,5,494.1777046,2.3187
6,4,279.1582915,0.984
4,0,334.1405312,3.2581
6,2,285.0417376,2.7731
2,0,308.2715304,6.1969
5,0,348.1230345,3.7166
2,0,300.1393264,3.6768
3,0,221.0243562,2.8135
1,1,156.0341926,2.66244
4,1,190.0266087,1.4912
2,1,262.1469986,2.9943
3,1,207.1259288,2.44172
5,1,342.1943427,3.4782
7,1,369.2164751,3.4647
1,0,154.1357652,2.7441
3,1,288.0319997,3.5898
6,2,331.1332197,1.5833
3,1,216.1262631,1.9445
0,0,264.9024965,1.3765
3,0,324.1637915,3.81298
3,1,159.0353995,0.1546
4,0,206.0579088,1.8102
2,0,343.1702921,5.1044
3,0,325.1345753,4.3338
3,4,276.0796186,2.9971
4,1,352.1907201,2.7045
4,3,308.0862452,3.2438
4,1,472.1221521,7.4898
3,1,214.0396719,2.582
1,1,364.1360708,7.0036
6,3,345.0913902,1.8951
2,0,329.1546421,4.9319
2,1,179.0137915,2.5938
5,0,303.1470582,1.8677
44,23,1624.612252,-8.4505
1,1,108.0575149,1.70062
4,0,247.1208434,2.0839
5,3,143.0694765,-1.2987
3,3,129.0789786,0.3425
4,2,170.1055277,-0.3529
4,1,291.1834437,2.1801
1,0,287.1673997,4.6979
