0,1,2,3
9,3,443.1084351,2.1897
8,5,454.0689384,1.7915
7,6,447.1228803,3.39027
6,3,337.1193192,2.1306
5,3,373.0993327,4.1458
6,3,394.1616606,3.6344
5,3,355.1087545,4.0067
4,2,360.1085624,5.1437
6,3,367.1098974,1.9092
5,3,425.0964756,4.8991
5,3,355.1087545,4.0067
